,First,Last,Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,weightclass
289,Todd,Moore,Todd Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0,,#N/A
290,Nate,Moore,Nate Moore,,"6' 0""",170 lbs.,--,,8,4,0,,#N/A
291,Dustin,Moore,Dustin Moore,,"5' 4""",125 lbs.,--,,0,2,0,,#N/A
292,Taylor,Moore,Taylor Moore,,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0,,#N/A
293,Sergio,Moraes,Sergio Moraes,The Panther,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1,,#N/A
294,Marlon,Moraes,Marlon Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,23,8,1,,#N/A
295,Sheymon,Moraes,Sheymon Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0,,#N/A
296,John,Moraga,John Moraga,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0,,#N/A
297,Ricardo,Morais,Ricardo Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,10,4,1,,#N/A
298,Leonardo,Morales,Leonardo Morales,Chimy,"5' 8""",135 lbs.,--,Southpaw,6,2,0,,#N/A
299,Albert,Morales,Albert Morales,The Warrior,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1,,#N/A
300,Joseph,Morales,Joseph Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0,,#N/A
301,Vince,Morales,Vince Morales,Vandetta,"5' 7""",145 lbs.,"70.0""",Orthodox,9,5,0,,#N/A
302,Omar,Morales,Omar Morales,Venezuelan Fighter,"5' 11""",145 lbs.,"73.0""",Orthodox,11,1,0,,#N/A
303,Sarah,Moras,Sarah Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0,,#N/A
304,Christian,Morecraft,Christian Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0,,#N/A
305,Joe,Moreira,Joe Moreira,,"5' 11""",195 lbs.,--,Southpaw,2,2,0,,#N/A
306,Richardson,Moreira,Richardson Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7,4,0,,#N/A
307,Gisele,Moreira,Gisele Moreira,,"5' 6""",135 lbs.,--,Orthodox,8,3,0,,#N/A
308,Vinicius,Moreira,Vinicius Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0,,#N/A
309,Jesse,Moreng,Jesse Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0,,#N/A
310,Brandon,Moreno,Brandon Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,18,5,2,,#N/A
311,Mike,Moreno,Mike Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6,5,0,,#N/A
312,Dan,Moret,Dan Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0,,#N/A
313,Sammy,Morgan,Sammy Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0,,#N/A
314,Peggy,Morgan,Peggy Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4,4,0,,#N/A
315,Alex,Morono,Alex Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,19,7,0,,#N/A
316,Maryna,Moroz,Maryna Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,10,3,0,,#N/A
317,Sergey,Morozov,Sergey Morozov,,"5' 6""",135 lbs.,--,Orthodox,16,4,0,,#N/A
318,Brad,Morris,Brad Morris,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,,#N/A
319,Scott,Morris,Scott Morris,,"5' 10""",210 lbs.,--,Orthodox,2,1,0,,#N/A
320,Anthony,Morrison,Anthony Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20,12,0,,#N/A
321,Jack,Morrison,Jack Morrison,,"5' 11""",205 lbs.,--,,0,3,0,,#N/A
322,Harry,Moskowitz,Harry Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6,12,0,,#N/A
323,Juan,Mott,Juan Mott,,"6' 0""",190 lbs.,--,Switch,3,4,0,,#N/A
324,Nikolas,Motta,Nikolas Motta,Iron,"5' 9""",155 lbs.,"70.0""",Orthodox,12,3,0,,#N/A
325,Flavio Luiz,Moura,Flavio Luiz Moura,,"5' 11""",183 lbs.,--,Open Stance,19,7,0,,#N/A
326,Gegard,Mousasi,Gegard Mousasi,,"6' 2""",185 lbs.,"76.0""",Orthodox,42,6,2,,#N/A
327,Kin,Moy,Kin Moy,Kong,"5' 5""",135 lbs.,--,,8,3,0,,#N/A
328,Jamie,Moyle,Jamie Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0,,#N/A
329,Su,Mudaerji,Su Mudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,14,4,0,,#N/A
330,Garrett,Mueller,Garrett Mueller,,"5' 9""",135 lbs.,--,,3,3,0,,#N/A
331,Lauren,Mueller,Lauren Mueller,Princess Tiger,"5' 5""",125 lbs.,"67.0""",Orthodox,5,3,0,,#N/A
332,Belal,Muhammad,Belal Muhammad,Remember the Name,"5' 11""",170 lbs.,"72.0""",Orthodox,18,3,0,,#N/A
333,Fazlo,Mulabitinovic,Fazlo Mulabitinovic,,--,135 lbs.,--,,4,2,0,,#N/A
334,Quinn,Mulhern,Quinn Mulhern,,"6' 3""",155 lbs.,--,Orthodox,18,4,0,,#N/A
335,James,Mulheron,James Mulheron,,"5' 10""",243 lbs.,"73.0""",Orthodox,11,2,0,,#N/A
336,Jamie,Mullarkey,Jamie Mullarkey,,"6' 0""",155 lbs.,"74.0""",Orthodox,13,4,0,,#N/A
337,Jim,Mullen,Jim Mullen,,"6' 1""",215 lbs.,--,Southpaw,0,2,0,,#N/A
338,Pedro,Munhoz,Pedro Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65.0""",Orthodox,19,5,0,,#N/A
339,Andre,Muniz,Andre Muniz,Sergipano,"6' 1""",185 lbs.,"78.0""",Southpaw,21,4,0,,#N/A
340,Mark,Munoz,Mark Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71.0""",Orthodox,14,6,0,,#N/A
341,Alexander,Munoz,Alexander Munoz,,"5' 9""",155 lbs.,"72.0""",Switch,6,2,0,,#N/A
342,Johnny,Munoz,Johnny Munoz,Kid Kvenbo,"5' 9""",145 lbs.,"71.0""",Orthodox,10,1,0,,#N/A
343,Andy,Murad,Andy Murad,The Tooth Fairy,"5' 9""",185 lbs.,--,,15,2,0,,#N/A
344,Makhmud,Muradov,Makhmud Muradov,Mach,"6' 2""",185 lbs.,"75.0""",Orthodox,25,6,0,,#N/A
345,Kazunari,Murakami,Kazunari Murakami,,"6' 1""",220 lbs.,--,Orthodox,5,5,0,,#N/A
346,Ryuichi,Murata,Ryuichi Murata,,"5' 8""",183 lbs.,--,Orthodox,8,3,1,,#N/A
347,Kanako,Murata,Kanako Murata,,"5' 1""",115 lbs.,"62.0""",Orthodox,12,1,0,,#N/A
348,Vince,Murdock,Vince Murdock,,"5' 6""",145 lbs.,"64.0""",Orthodox,12,4,0,,#N/A
349,Tom,Murphy,Tom Murphy,,"6' 2""",227 lbs.,--,Southpaw,8,0,0,,#N/A
350,Ian,Murphy,Ian Murphy,,"6' 1""",185 lbs.,--,Orthodox,1,1,0,,#N/A
351,Jon,Murphy,Jon Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6,4,0,,#N/A
352,Lauren,Murphy,Lauren Murphy,Lucky,"5' 5""",125 lbs.,"67.0""",Orthodox,14,4,0,,#N/A
353,Patrick,Murphy,Patrick Murphy,,"6' 0""",170 lbs.,--,,5,3,0,,#N/A
354,Lerone,Murphy,Lerone Murphy,The Miracle,"5' 9""",145 lbs.,"73.0""",Orthodox,10,0,1,,#N/A
355,Lee,Murray,Lee Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8,2,1,,#N/A
356,Khalid,Murtazaliev,Khalid Murtazaliev,,"6' 0""",185 lbs.,"76.0""",Orthodox,14,2,0,,#N/A
357,Azamat,Murzakanov,Azamat Murzakanov,The Professional,"5' 11""",205 lbs.,--,,7,0,0,,#N/A
358,Nicholas,Musoke,Nicholas Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0,,#N/A
359,Andre,Mussi,Andre Mussi,,"6' 3""",242 lbs.,--,Orthodox,11,5,0,,#N/A
360,Magomed,Mustafaev,Magomed Mustafaev,The Sniper,"5' 8""",155 lbs.,"71.0""",Orthodox,14,4,0,,#N/A
361,Max,Mustaki,Max Mustaki,,"6' 0""",155 lbs.,--,Orthodox,6,3,0,,#N/A
362,Elvis,Mutapcic,Elvis Mutapcic,The King,"6' 0""",185 lbs.,"72.0""",Orthodox,15,6,1,,#N/A
363,Fiona,Muxlow,Fiona Muxlow,,"5' 4""",145 lbs.,--,,6,3,0,,#N/A
364,Ho Bae,Myeon,Ho Bae Myeon,,"5' 11""",168 lbs.,--,Orthodox,13,5,1,,#N/A
0,,, ,,,,,,,,,,#N/A
1,Na,Liang,Na Liang,The Dragon Girl,"5' 5""",115 lbs.,"67.0""",Orthodox,15,5,0,,#N/A
2,Katsuhiko,Nagata,Katsuhiko Nagata,,"5' 7""",154 lbs.,--,Southpaw,6,7,3,,#N/A
3,Yuji,Nagata,Yuji Nagata,,"6' 0""",225 lbs.,--,Orthodox,0,2,0,,#N/A
4,Greg,Nagy,Greg Nagy,,"6' 1""",210 lbs.,--,Orthodox,1,3,0,,#N/A
5,Logan,Nail,Logan Nail,,--,185 lbs.,--,,1,1,0,,#N/A
6,Muhammad,Naimov,Muhammad Naimov,Hillman,"5' 9""",145 lbs.,"70.0""",Orthodox,5,1,0,,#N/A
7,Yukiya,Naito,Yukiya Naito,,"6' 1""",205 lbs.,--,Orthodox,15,6,2,,#N/A
8,Andrews,Nakahara,Andrews Nakahara,,"6' 1""",185 lbs.,--,Orthodox,5,4,2,,#N/A
9,Rin,Nakai,Rin Nakai,,"5' 1""",135 lbs.,--,Orthodox,19,2,1,,#N/A
10,Kazuhiro,Nakamura,Kazuhiro Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,21,13,0,,#N/A
11,Keita,Nakamura,Keita Nakamura,K-Taro,"5' 11""",170 lbs.,"73.0""",Southpaw,34,10,2,,#N/A
12,Daisuke,Nakamura,Daisuke Nakamura,,"5' 7""",154 lbs.,--,Orthodox,28,19,1,,#N/A
13,Yusaku,Nakamura,Yusaku Nakamura,,"5' 5""",145 lbs.,--,,14,4,1,,#N/A
14,Jutaro,Nakao,Jutaro Nakao,,"5' 9""",170 lbs.,--,Southpaw,25,19,4,,#N/A
15,Yoshihiro,Nakao,Yoshihiro Nakao,Kiss,"6' 0""",220 lbs.,--,Southpaw,9,3,0,,#N/A
16,Yui Chul,Nam,Yui Chul Nam,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,18,8,1,,#N/A
17,Tyson,Nam,Tyson Nam,,"5' 7""",125 lbs.,"68.0""",Orthodox,20,12,1,,#N/A
18,Rose,Namajunas,Rose Namajunas,Thug,"5' 5""",115 lbs.,"65.0""",Orthodox,11,4,0,,#N/A
19,Yasuhito,Namekawa,Yasuhito Namekawa,,"5' 9""",205 lbs.,--,Orthodox,25,16,4,,#N/A
20,Nad,Narimani,Nad Narimani,Smiler,"5' 8""",145 lbs.,"70.0""",Orthodox,12,4,0,,#N/A
21,Roger,Narvaez,Roger Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,8,3,0,,#N/A
22,Fabio,Nascimento,Fabio Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,11,6,0,,#N/A
23,Allan,Nascimento,Allan Nascimento,Puro Osso,"5' 9""",125 lbs.,--,Orthodox,17,5,0,,#N/A
24,Rodrigo,Nascimento,Rodrigo Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80.0""",Orthodox,8,1,0,,#N/A
25,Bobby,Nash,Bobby Nash,,"6' 0""",170 lbs.,"74.0""",Orthodox,8,4,0,,#N/A
26,Reza,Nasri,Reza Nasri,,"5' 11""",205 lbs.,--,Orthodox,0,1,0,,#N/A
27,Nasrudin,Nasrudinov,Nasrudin Nasrudinov,,"6' 0""",185 lbs.,--,,9,0,0,,#N/A
28,Pawel,Nastula,Pawel Nastula,,"6' 0""",230 lbs.,--,Southpaw,5,6,0,,#N/A
29,Rafael,Natal,Rafael Natal,Sapo,"6' 0""",185 lbs.,"77.0""",Orthodox,21,9,1,,#N/A
30,Kevin,Natividad,Kevin Natividad,Quicksand,"5' 6""",145 lbs.,"70.0""",Orthodox,9,3,0,,#N/A
31,Ismail,Naurdiev,Ismail Naurdiev,The Austrian Wonderboy,"5' 10""",170 lbs.,"74.0""",Orthodox,19,4,0,,#N/A
32,Danny,Navarro,Danny Navarro,,"5' 10""",155 lbs.,--,,17,7,0,,#N/A
33,Marcio,Navarro,Marcio Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14,14,0,,#N/A
34,Tafon,Nchukwi,Tafon Nchukwi,Da Don,"6' 0""",205 lbs.,"77.0""",Orthodox,5,1,0,,#N/A
35,Dustin,Neace,Dustin Neace,The Beast,"5' 9""",145 lbs.,--,,25,21,1,,#N/A
36,Josh,Neal,Josh Neal,,"6' 0""",185 lbs.,--,,5,11,0,,#N/A
37,Joe,Neal,Joe Neal,Nine Lives,"5' 6""",135 lbs.,--,,6,2,0,,#N/A
38,Geoff,Neal,Geoff Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,13,4,0,,#N/A
39,Stanislav,Nedkov,Stanislav Nedkov,Stucky,"5' 11""",205 lbs.,"71.0""",Orthodox,12,2,0,,#N/A
40,Josh,Neer,Josh Neer,The Dentist,"5' 11""",170 lbs.,"72.0""",Orthodox,36,16,1,,#N/A
41,Nicolae,Negumereanu,Nicolae Negumereanu,,"6' 0""",205 lbs.,"78.0""",Orthodox,9,1,0,,#N/A
42,Steve,Nelmark,Steve Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,2,1,0,,#N/A
43,Shane,Nelson,Shane Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,16,7,0,,#N/A
44,Roy,Nelson,Roy Nelson,Big Country,"6' 0""",263 lbs.,"73.0""",Orthodox,22,14,0,,#N/A
45,Gunnar,Nelson,Gunnar Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,17,5,1,,#N/A
46,Kyle,Nelson,Kyle Nelson,The Monster,"5' 11""",155 lbs.,"71.0""",Switch,13,4,0,,#N/A
47,Lissette,Neri,Lissette Neri,,"5' 2""",145 lbs.,--,,6,4,0,,#N/A
48,Mario,Neto,Mario Neto,Sukata,"6' 0""",229 lbs.,--,Orthodox,13,5,0,,#N/A
49,Antonio Braga,Neto,Antonio Braga Neto,,"6' 3""",185 lbs.,"77.0""",Orthodox,9,3,0,,#N/A
50,Julio Cesar,Neves Jr.,Julio Cesar Neves Jr.,Morceguinho,"5' 8""",145 lbs.,--,,33,1,0,,#N/A
51,Nick,Newell,Nick Newell,Notorious,"5' 10""",155 lbs.,--,Southpaw,14,2,0,,#N/A
52,Journey,Newson,Journey Newson,,"5' 5""",135 lbs.,"67.0""",Orthodox,9,3,0,,#N/A
53,Jeff,Newton,Jeff Newton,,"6' 2""",205 lbs.,--,Sideways,4,2,0,,#N/A
54,Carlos,Newton,Carlos Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,16,14,0,,#N/A
55,Emanuel,Newton,Emanuel Newton,The Hardcore Kid,"6' 1""",205 lbs.,--,,26,12,1,,#N/A
56,Francis,Ngannou,Francis Ngannou,The Predator,"6' 4""",250 lbs.,"83.0""",Orthodox,16,3,0,,#N/A
57,Ben,Nguyen,Ben Nguyen,Ten,"5' 5""",125 lbs.,"65.0""",Switch,16,8,0,,#N/A
58,Steven,Nguyen,Steven Nguyen,,"5' 11""",145 lbs.,--,Switch,3,1,0,,#N/A
59,Alex,Nicholson,Alex Nicholson,The Spartan,"6' 4""",185 lbs.,"77.0""",Orthodox,7,4,0,,#N/A
60,Mike,Nickels,Mike Nickels,,"6' 4""",205 lbs.,--,Orthodox,9,5,0,,#N/A
61,Matheus,Nicolau,Matheus Nicolau,,"5' 6""",125 lbs.,"66.0""",Orthodox,16,3,1,,#N/A
62,Jaimelene,Nievera,Jaimelene Nievera,Queenie,"5' 5""",125 lbs.,--,Orthodox,7,4,0,,#N/A
63,Khomkrit,Niimi,Khomkrit Niimi,The Bumblebee,"5' 2""",125 lbs.,--,,6,10,0,,#N/A
64,Tom,Niinimaki,Tom Niinimaki,Stoneface,"5' 9""",145 lbs.,"69.0""",Orthodox,22,8,1,,#N/A
65,Ramsey,Nijem,Ramsey Nijem,,"5' 11""",155 lbs.,"75.0""",Orthodox,9,6,0,,#N/A
66,Hans,Nijman,Hans Nijman,,"6' 0""",250 lbs.,--,Switch,9,7,0,,#N/A
67,Jack,Nilson,Jack Nilson,,--,--,--,,2,6,0,,#N/A
68,Mats,Nilsson,Mats Nilsson,,"6' 1""",170 lbs.,--,Orthodox,11,4,1,,#N/A
69,Guangyou,Ning,Guangyou Ning,Smasher,"5' 4""",145 lbs.,"64.0""",Southpaw,5,4,1,,#N/A
70,Soichi,Nishida,Soichi Nishida,,"5' 11""",320 lbs.,--,Orthodox,5,10,1,,#N/A
71,Yosuke,Nishijima,Yosuke Nishijima,,"5' 9""",205 lbs.,--,Orthodox,0,5,0,,#N/A
72,Akiyo,Nishiura,Akiyo Nishiura,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,13,8,1,,#N/A
73,Anthony,Njokuani,Anthony Njokuani,The Assassin,"6' 1""",155 lbs.,"75.0""",Orthodox,16,12,0,,#N/A
74,Chidi,Njokuani,Chidi Njokuani,Chidi Bang Bang,"6' 3""",170 lbs.,--,,17,4,0,,#N/A
75,Derrick,Noble,Derrick Noble,The Eraser,"5' 9""",170 lbs.,--,Southpaw,27,15,1,,#N/A
76,Kyle,Noblitt,Kyle Noblitt,,"6' 2""",243 lbs.,--,,11,2,0,,#N/A
77,Pedro,Nobre,Pedro Nobre,The Rock,"5' 5""",135 lbs.,--,,18,4,2,,#N/A
78,Jacob,Noe,Jacob Noe,Psycho,--,205 lbs.,--,,3,11,0,,#N/A
79,Antonio Rodrigo,Nogueira,Antonio Rodrigo Nogueira,Minotauro,"6' 3""",240 lbs.,"77.0""",Orthodox,34,10,1,,#N/A
80,Rogerio,Nogueira,Rogerio Nogueira,Minotouro,"6' 2""",205 lbs.,"75.0""",Southpaw,23,10,0,,#N/A
81,Alexandre Franca,Nogueira,Alexandre Franca Nogueira,Pequeno,"5' 7""",145 lbs.,--,Orthodox,18,6,3,,#N/A
82,Talita,Nogueira,Talita Nogueira,Treta,"5' 10""",145 lbs.,--,,6,0,0,,#N/A
83,Kyle,Noke,Kyle Noke,,"6' 1""",170 lbs.,"76.0""",Southpaw,22,10,1,,#N/A
84,Nick,Nolte,Nick Nolte,,"6' 0""",170 lbs.,--,,5,4,0,,#N/A
85,KJ,Noons,KJ Noons,King,"5' 10""",155 lbs.,"70.0""",Orthodox,13,9,0,,#N/A
86,Sage,Northcutt,Sage Northcutt,Super,"6' 0""",170 lbs.,"71.0""",Orthodox,11,2,0,,#N/A
87,Jan,Nortje,Jan Nortje,The Giant,"6' 1""",310 lbs.,--,Southpaw,2,6,0,,#N/A
88,Scott,Norton,Scott Norton,Hollywood,"5' 10""",170 lbs.,--,Orthodox,7,1,0,,#N/A
89,Jonatas,Novaes,Jonatas Novaes,,"5' 11""",170 lbs.,--,,13,5,0,,#N/A
90,Jason,Novelli,Jason Novelli,Flipside,"6' 0""",155 lbs.,--,Orthodox,11,3,1,,#N/A
91,Phillipe,Nover,Phillipe Nover,The Filipino Assassin,"5' 9""",145 lbs.,"72.0""",Orthodox,11,8,1,,#N/A
92,Nuerdanbieke,Shayilan,Nuerdanbieke Shayilan,Wolverine,"5' 8""",145 lbs.,"69.0""",Orthodox,19,6,0,,#N/A
93,Diego,Nunes,Diego Nunes,The Gun,"5' 6""",145 lbs.,"67.0""",Orthodox,19,7,0,,#N/A
94,Amanda,Nunes,Amanda Nunes,Lioness,"5' 8""",145 lbs.,"69.0""",Orthodox,21,4,0,,#N/A
95,Nina,Nunes,Nina Nunes,,"5' 5""",115 lbs.,"64.0""",Orthodox,10,7,0,,#N/A
96,Istela,Nunes,Istela Nunes,,"5' 4""",115 lbs.,--,,6,1,0,,#N/A
97,Josiane,Nunes,Josiane Nunes,Josi,"5' 2""",135 lbs.,"67.0""",Southpaw,7,1,0,,#N/A
98,Khabib,Nurmagomedov,Khabib Nurmagomedov,The Eagle,"5' 10""",155 lbs.,"70.0""",Orthodox,29,0,0,,#N/A
99,Said,Nurmagomedov,Said Nurmagomedov,,"5' 8""",135 lbs.,"70.0""",Orthodox,14,2,0,,#N/A
100,Abubakar,Nurmagomedov,Abubakar Nurmagomedov,,"5' 11""",170 lbs.,"72.0""",Orthodox,16,3,1,,#N/A
101,Umar,Nurmagomedov,Umar Nurmagomedov,,"5' 8""",135 lbs.,--,Orthodox,13,0,0,,#N/A
102,Kennedy,Nzechukwu,Kennedy Nzechukwu,African Savage,"6' 5""",205 lbs.,"83.0""",Southpaw,8,1,0,,#N/A
0,,, ,,,,,,,,,,#N/A
1,Jake,O'Brien,Jake O'Brien,Irish,"6' 3""",205 lbs.,"76.0""",Orthodox,15,4,0,,#N/A
2,TJ,O'Brien,TJ O'Brien,The Spider,"6' 2""",155 lbs.,--,Orthodox,20,8,0,,#N/A
3,Sean,O'Connell,Sean O'Connell,The Real OC,"6' 1""",205 lbs.,"74.0""",Orthodox,17,9,0,,#N/A
4,Dan,O'Connor,Dan O'Connor,Johnny Irish,"5' 4""",115 lbs.,--,,6,6,0,,#N/A
5,Sean,O'Haire,Sean O'Haire,,"6' 5""",270 lbs.,--,Orthodox,4,2,0,,#N/A
6,Sean,O'Malley,Sean O'Malley,Sugar,"5' 11""",135 lbs.,"72.0""",Switch,13,1,0,,#N/A
7,Jeremiah,O'Neal,Jeremiah O'Neal,,"5' 8""",260 lbs.,--,,13,25,0,,#N/A
8,Chuck,O'Neil,Chuck O'Neil,Cold Steel,"6' 2""",170 lbs.,--,,17,9,0,,#N/A
9,Casey,O'Neill,Casey O'Neill,King,"5' 6""",125 lbs.,"69.0""",,6,0,0,,#N/A
10,Brendan,O'Reilly,Brendan O'Reilly,Badger,"5' 7""",170 lbs.,"69.0""",Orthodox,6,3,0,,#N/A
11,Takahiro,Oba,Takahiro Oba,,"5' 8""",200 lbs.,--,Southpaw,5,7,1,,#N/A
12,Nobuhiro,Obiya,Nobuhiro Obiya,,"5' 8""",145 lbs.,--,Orthodox,12,5,1,,#N/A
13,Christian,Ocon,Christian Ocon,,"5' 8""",135 lbs.,"69.0""",Orthodox,2,1,0,,#N/A
14,Richard,Odoms,Richard Odoms,The Black Eagle,"6' 5""",265 lbs.,--,Orthodox,13,3,0,,#N/A
15,Volkan,Oezdemir,Volkan Oezdemir,No Time,"6' 2""",205 lbs.,"75.0""",Orthodox,17,5,0,,#N/A
16,Naoya,Ogawa,Naoya Ogawa,,"6' 4""",255 lbs.,--,Orthodox,7,2,0,,#N/A
17,Andy,Ogle,Andy Ogle,The Little Axe,"5' 8""",145 lbs.,"69.0""",Orthodox,9,6,0,,#N/A
18,Michiyoshi,Ohara,Michiyoshi Ohara,,"5' 10""",205 lbs.,--,Orthodox,0,2,0,,#N/A
19,Koji,Oishi,Koji Oishi,,"5' 8""",170 lbs.,--,Orthodox,25,10,10,,#N/A
20,Takayuki,Okada,Takayuki Okada,Giant Ochiai,"6' 1""",290 lbs.,--,Orthodox,3,3,2,,#N/A
21,Yushin,Okami,Yushin Okami,Thunder,"6' 2""",170 lbs.,"75.0""",Southpaw,34,12,0,,#N/A
22,JJ,Okanovich,JJ Okanovich,The Bosnian Bomber,"5' 11""",155 lbs.,"76.0""",Orthodox,7,1,0,,#N/A
23,Kazuki,Okubo,Kazuki Okubo,,"5' 11""",175 lbs.,--,Orthodox,7,9,0,,#N/A
24,Masakatsu,Okuda,Masakatsu Okuda,,--,--,--,,8,5,0,,#N/A
25,Aleksei,Oleinik,Aleksei Oleinik,The Boa Constrictor,"6' 2""",240 lbs.,"80.0""",Orthodox,59,15,1,,#N/A
26,Michal,Oleksiejczuk,Michal Oleksiejczuk,Lord,"6' 0""",205 lbs.,"74.0""",Southpaw,15,4,0,,#N/A
27,Rafaello,Oliveira,Rafaello Oliveira,Tractor,"5' 8""",155 lbs.,"71.0""",Orthodox,17,8,0,,#N/A
28,Charles,Oliveira,Charles Oliveira,Do Bronx,"5' 10""",155 lbs.,"74.0""",Orthodox,31,8,0,,#N/A
29,Jorge,Oliveira,Jorge Oliveira,,"6' 1""",205 lbs.,--,,5,3,1,,#N/A
30,Ednaldo,Oliveira,Ednaldo Oliveira,Lula,"6' 5""",205 lbs.,--,Orthodox,17,3,1,,#N/A
31,Alex,Oliveira,Alex Oliveira,Cowboy,"5' 11""",170 lbs.,"76.0""",Orthodox,22,10,1,,#N/A
32,Bruno,Oliveira,Bruno Oliveira,,"6' 4""",205 lbs.,"80.0""",Orthodox,8,2,0,,#N/A
33,Wendell,Oliveira Marques,Wendell Oliveira Marques,The Machine,"5' 10""",170 lbs.,--,Orthodox,29,10,0,,#N/A
34,Felipe,Olivieri,Felipe Olivieri,,"5' 9""",155 lbs.,--,Orthodox,14,5,0,,#N/A
35,Andy,Ologun,Andy Ologun,,"6' 0""",154 lbs.,--,Orthodox,3,1,0,,#N/A
36,Shana,Olsen,Shana Olsen,Rock Solid,"5' 7""",145 lbs.,--,,5,2,0,,#N/A
37,Casey,Olson,Casey Olson,The Underdog,"5' 7""",145 lbs.,--,Orthodox,14,5,0,,#N/A
38,Dennis,Olson,Dennis Olson,,"6' 0""",170 lbs.,--,,14,11,0,,#N/A
39,Cameron,Olson,Cameron Olson,Cap'n Crunch,"6' 1""",205 lbs.,"75.0""",Orthodox,7,3,0,,#N/A
40,Alan,Omer,Alan Omer,,"5' 10""",145 lbs.,--,Orthodox,20,5,0,,#N/A
41,Daniel,Omielanczuk,Daniel Omielanczuk,,"6' 0""",247 lbs.,"74.0""",Southpaw,19,8,1,,#N/A
42,Michihiro,Omigawa,Michihiro Omigawa,,"5' 6""",145 lbs.,"68.0""",Orthodox,17,14,1,,#N/A
43,Charlie,Ontiveros,Charlie Ontiveros,American Bad Boy,"6' 2""",185 lbs.,"78.0""",Switch,11,7,0,,#N/A
44,Chibwikem,Onyenegecha,Chibwikem Onyenegecha,,"6' 3""",185 lbs.,--,Orthodox,5,0,0,,#N/A
45,Sam,Oropeza,Sam Oropeza,,"6' 2""",170 lbs.,--,,13,3,0,,#N/A
46,Brian,Ortega,Brian Ortega,T-City,"5' 8""",145 lbs.,"69.0""",Switch,15,1,0,,#N/A
47,Tito,Ortiz,Tito Ortiz,The People's Champ,"6' 3""",205 lbs.,"74.0""",Orthodox,19,12,1,,#N/A
48,Jorge,Ortiz,Jorge Ortiz,The Naked Man,"6' 0""",185 lbs.,--,Orthodox,18,9,1,,#N/A
49,Dustin,Ortiz,Dustin Ortiz,,"5' 5""",125 lbs.,"65.0""",Orthodox,19,8,0,,#N/A
50,Kenji,Osawa,Kenji Osawa,,"5' 7""",135 lbs.,"66.0""",Orthodox,20,11,2,,#N/A
51,Ode,Osbourne,Ode Osbourne,The Jamaican Sensation,"5' 7""",145 lbs.,"73.0""",Southpaw,9,3,0,,#N/A
52,Kurt,Osiander,Kurt Osiander,,--,185 lbs.,--,,4,1,0,,#N/A
